,battery_power,bluetooth,weight,memory,n_cores,ram,dual_sim,wifi,pixel_height,pixel_width,price_range
2200,1739,NO,140,51,4.0,1490,1,1,406,691,
2201,895,YES,98,23,5.0,2724,0,0,26,663,
2202,1278,YES,179,56,1.0,3032,1,1,406,1698,
2203,562,YES,141,43,6.0,3352,1,0,918,991,
2204,1249,YES,193,38,5.0,3195,1,0,940,1290,
2205,1811,NO,185,25,6.0,1677,0,0,1411,1443,
2206,560,YES,161,12,5.0,2620,1,1,465,1797,
2207,1773,YES,141,61,7.0,1061,0,1,847,1562,
2208,1715,YES,100,11,3.0,1018,0,1,314,1276,
2209,725,NO,176,26,5.0,1370,1,1,829,960,
2210,800,YES,103,41,6.0,2094,0,1,185,1008,
2211,1300,NO,156,43,3.0,2790,0,0,589,1815,
2212,1001,NO,98,48,5.0,1485,0,1,471,655,
2213,500,NO,134,64,4.0,2807,1,1,1384,1912,
2214,1378,YES,184,52,3.0,3528,1,0,13,641,
2215,951,YES,147,24,8.0,3391,0,0,897,1964,
2216,1038,YES,99,48,6.0,1073,1,1,83,1103,
2217,987,YES,108,20,6.0,2811,1,0,237,1427,
2218,1698,NO,196,21,7.0,778,0,1,614,1254,
2219,1762,YES,107,11,4.0,3628,1,1,647,801,
2220,785,NO,135,16,3.0,2637,0,0,223,1366,
2221,1851,NO,151,59,3.0,2892,1,0,278,1198,
2222,1698,NO,189,62,3.0,2805,1,1,1459,1565,
2223,1976,NO,93,4,8.0,804,0,0,1146,1436,
2224,1649,YES,162,53,4.0,361,0,1,261,1316,
2225,1157,YES,149,4,7.0,1453,1,0,878,1737,
2226,1702,NO,131,54,5.0,359,0,0,1112,1578,
2227,1040,YES,199,54,2.0,3886,0,1,458,959,
2228,790,YES,106,29,6.0,557,1,1,521,1996,
2229,1429,NO,128,58,4.0,2005,0,0,417,983,
2230,739,YES,103,56,8.0,630,0,0,134,1696,
2231,1364,YES,174,44,7.0,2741,1,1,615,1142,
2232,1580,NO,196,45,8.0,2214,1,1,1017,1092,
2233,1384,YES,189,49,1.0,1387,1,1,725,1741,
2234,1037,NO,83,57,6.0,3148,1,0,749,965,
2235,1519,NO,183,43,1.0,853,0,1,868,1637,
2236,989,NO,153,20,1.0,3614,0,0,68,947,
2237,1040,YES,116,41,3.0,1006,1,1,299,608,
2238,1240,YES,93,9,5.0,3959,0,0,477,1319,
2239,1273,YES,143,7,1.0,1743,0,0,288,706,
2240,1784,NO,171,28,4.0,2192,0,0,1145,1680,
2241,1169,YES,177,51,7.0,329,1,1,515,720,
2242,703,YES,138,27,1.0,502,0,1,47,1820,
2243,959,YES,119,15,5.0,3000,0,1,121,934,
2244,1292,YES,157,63,6.0,1413,1,1,452,1309,
2245,1927,YES,139,5,6.0,2913,0,0,603,1228,
2246,1477,YES,178,15,8.0,2684,0,1,1381,1459,
2247,1759,NO,101,58,2.0,3428,1,0,510,615,
2248,831,NO,197,31,3.0,1629,0,0,1460,1591,
2249,1803,NO,146,41,2.0,1873,1,1,102,613,
2250,1361,NO,91,64,3.0,3751,0,0,174,574,
2251,1183,YES,197,32,1.0,637,0,1,884,1475,
2252,917,YES,166,53,5.0,603,0,1,750,1339,
2253,1278,YES,192,7,5.0,3067,1,1,319,587,
2254,1247,YES,191,28,7.0,3268,0,0,901,1447,
2255,930,NO,128,40,7.0,3816,1,1,775,1224,
2256,1019,NO,177,5,3.0,1850,1,1,889,1840,
2257,1855,YES,161,26,4.0,3481,0,1,986,1339,
2258,1730,NO,93,54,3.0,1695,1,0,283,1151,
2259,1972,NO,95,5,3.0,625,1,1,955,1781,
2260,1887,NO,115,35,2.0,3203,1,0,178,1275,
2261,1590,NO,111,13,6.0,2440,0,1,759,1187,
2262,603,YES,135,42,8.0,1934,0,0,746,754,
2263,560,YES,121,37,4.0,3278,0,0,237,551,
2264,1981,YES,117,34,5.0,3764,1,1,929,1552,
2265,1190,YES,160,18,6.0,3571,0,0,644,1070,
2266,1396,YES,108,10,4.0,3881,1,1,646,1721,
2267,1598,YES,89,57,1.0,1663,1,1,371,783,
2268,1692,NO,151,11,3.0,524,0,0,1256,1386,
2269,628,YES,106,26,8.0,1853,0,1,389,517,
2270,1883,NO,145,6,6.0,2067,1,1,123,1320,
2271,819,YES,163,16,1.0,3325,0,0,663,1788,
2272,651,NO,129,7,1.0,2151,1,1,1268,1423,
2273,723,NO,145,27,2.0,2044,0,0,98,1175,
2274,1367,YES,184,58,4.0,3946,0,0,721,1210,
2275,1784,YES,125,3,5.0,2110,0,1,1424,1672,
2276,1744,YES,137,35,7.0,656,1,0,915,1554,
2277,1086,NO,116,7,6.0,3297,0,0,635,1839,
2278,899,NO,165,3,8.0,1296,1,1,167,1239,
2279,896,NO,91,29,6.0,1650,0,0,135,820,
2280,1714,NO,186,59,8.0,2546,1,1,991,1274,
2281,1395,YES,167,38,6.0,915,0,0,896,1501,
2282,786,NO,198,28,1.0,331,1,1,3,1058,
2283,1687,NO,120,14,2.0,3975,1,1,924,1461,
2284,669,YES,171,10,5.0,2801,1,0,1300,1834,
2285,1423,YES,178,51,4.0,3331,0,0,633,1371,
2286,1600,NO,98,44,1.0,2939,1,1,735,1205,
2287,1621,YES,160,59,7.0,2706,1,0,213,1120,
2288,1672,YES,194,37,7.0,1335,0,1,495,839,
2289,1934,NO,128,48,4.0,3370,0,1,475,853,
2290,1650,YES,81,62,3.0,2596,0,0,1305,1918,
2291,1700,NO,189,33,5.0,2477,1,1,382,1151,
2292,1550,YES,171,29,5.0,3465,0,0,572,1499,
2293,626,NO,185,8,2.0,2589,0,1,16,1410,
2294,1737,YES,156,14,5.0,2363,1,1,1028,1757,
2295,1370,NO,113,6,1.0,1302,0,1,482,1689,
2296,1899,YES,191,14,4.0,1677,1,1,1200,1345,
2297,848,YES,123,31,5.0,1108,0,0,299,756,
2298,1430,YES,171,16,4.0,2916,1,0,696,757,
2299,768,YES,175,45,4.0,3947,1,0,1164,1376,
2300,1856,YES,160,15,3.0,1514,1,0,450,714,
2301,900,YES,149,64,4.0,942,0,0,164,708,
2302,1729,NO,136,38,7.0,700,1,1,77,1910,
2303,1533,YES,87,42,1.0,3246,0,0,1316,1618,
2304,1210,YES,141,63,6.0,977,0,0,51,1761,
2305,1880,YES,198,10,8.0,3538,1,1,1664,1708,
2306,996,NO,174,61,7.0,1235,1,1,400,989,
2307,1175,NO,172,40,5.0,1507,1,0,812,1251,
2308,1773,NO,143,33,5.0,1994,1,0,831,1170,
2309,1263,NO,100,54,5.0,458,1,0,12,1857,
2310,1956,NO,156,5,4.0,2130,1,1,870,1753,
2311,992,NO,162,27,4.0,3894,1,1,106,767,
2312,911,YES,126,13,5.0,1843,0,1,713,760,
2313,1979,NO,136,54,3.0,3151,1,1,669,1311,
2314,1899,NO,93,55,4.0,1796,1,1,1359,1981,
2315,1649,YES,159,40,3.0,2755,1,1,177,586,
2316,1095,YES,152,47,6.0,1334,1,1,354,1827,
2317,1074,NO,117,61,4.0,2791,0,1,305,1770,
2318,656,NO,164,48,2.0,1132,1,0,303,508,
2319,1394,YES,150,8,3.0,730,1,1,215,1018,
2320,1632,YES,132,45,4.0,379,0,0,22,1256,
2321,1225,NO,128,35,3.0,1261,0,0,1324,1490,
2322,1337,YES,107,48,6.0,3213,1,0,819,1129,
2323,1178,YES,98,11,2.0,2106,1,1,1549,1661,
2324,1269,NO,180,51,4.0,827,1,0,410,1782,
2325,1526,YES,128,32,4.0,647,0,1,1152,1592,
2326,986,NO,144,16,8.0,300,1,1,234,628,
2327,848,NO,171,41,2.0,3939,1,0,388,1015,
2328,1904,YES,95,14,4.0,2091,1,1,636,828,
2329,803,YES,105,16,1.0,1492,1,0,199,736,
2330,1399,YES,153,56,1.0,3128,1,0,130,611,
2331,788,YES,163,22,4.0,3750,1,1,1114,1732,
2332,579,YES,125,58,1.0,1435,0,0,786,1685,
2333,1010,NO,195,28,8.0,3302,1,0,117,841,
2334,530,YES,93,47,3.0,3455,1,1,463,912,
2335,1289,YES,125,64,7.0,2782,0,1,173,548,
2336,1877,YES,123,10,8.0,3969,0,1,134,610,
2337,1764,NO,90,48,7.0,1589,0,1,444,581,
2338,1709,NO,191,13,6.0,3899,1,1,74,516,
2339,1690,NO,85,28,3.0,3571,1,1,1304,1332,
2340,600,NO,145,9,4.0,2800,1,0,584,714,
2341,743,NO,149,53,2.0,2938,0,1,670,1070,
2342,1850,NO,133,41,8.0,3032,1,1,27,518,
2343,1297,NO,196,17,1.0,3652,1,1,559,813,
2344,1706,NO,137,44,5.0,3238,1,0,716,1440,
2345,1967,NO,135,23,5.0,325,0,1,931,1726,
2346,1392,YES,181,63,2.0,3850,1,0,573,1468,
2347,1248,YES,170,12,2.0,1266,1,0,328,1378,
2348,894,YES,192,27,2.0,3454,1,0,932,1576,
2349,1829,NO,98,54,3.0,1634,0,0,383,1160,
2350,1372,NO,124,42,6.0,3208,0,1,68,1998,
2351,1429,YES,150,11,4.0,1955,0,0,436,813,
2352,706,NO,190,4,5.0,3735,1,1,204,966,
2353,649,NO,179,51,4.0,3446,0,1,1174,1388,
2354,1137,YES,122,7,3.0,946,0,1,537,620,
2355,1320,YES,164,6,1.0,1626,1,1,1034,1836,
2356,792,NO,144,48,4.0,1583,0,1,371,888,
2357,918,YES,149,25,7.0,3676,0,1,178,1850,
2358,929,YES,146,13,7.0,1704,1,0,213,1714,
2359,767,YES,100,30,5.0,3485,1,1,798,1955,
2360,1739,NO,135,39,8.0,1882,0,0,86,1957,
2361,1315,NO,134,15,1.0,3928,0,1,489,624,
2362,1388,NO,184,31,1.0,346,1,0,1338,1443,
2363,1981,NO,94,36,4.0,395,1,0,128,1457,
2364,569,NO,170,53,8.0,1243,1,0,457,1555,
2365,1930,NO,151,57,1.0,682,0,1,678,1117,
2366,725,YES,108,61,3.0,3074,0,1,260,508,
2367,1690,NO,130,51,8.0,451,0,1,713,1092,
2368,712,YES,86,33,4.0,1471,0,0,163,799,
2369,1603,YES,95,37,8.0,1748,1,0,1430,1622,
2370,1850,YES,132,18,8.0,1853,0,0,633,1382,
2371,1472,YES,145,41,3.0,1514,1,1,242,619,
2372,1858,NO,167,43,5.0,1886,1,1,1154,1473,
2373,1543,YES,116,46,8.0,3023,1,0,48,679,
2374,652,YES,174,37,6.0,2904,1,0,416,1652,
2375,546,NO,100,55,6.0,628,1,1,493,1477,
2376,1408,YES,145,6,8.0,1833,1,0,621,692,
2377,1021,NO,97,31,7.0,1066,1,1,189,1327,
2378,567,NO,111,60,2.0,1150,1,1,152,1326,
2379,1967,YES,91,62,8.0,2839,1,0,1355,1850,
2380,1658,NO,180,61,3.0,2857,1,1,443,1100,
2381,1088,YES,164,52,7.0,1447,1,1,86,588,
2382,542,YES,185,12,2.0,3445,0,1,1674,1969,
2383,788,NO,96,52,1.0,1941,1,0,530,1436,
2384,576,YES,179,57,5.0,2522,1,0,1009,1656,
2385,950,YES,188,41,3.0,2932,0,0,193,727,
2386,518,YES,133,17,3.0,2239,0,1,564,765,
2387,1996,YES,81,55,7.0,1852,0,1,890,1661,
2388,1197,NO,83,38,6.0,3525,0,0,1516,1910,
2389,1006,YES,186,14,1.0,1955,1,0,348,640,
2390,1679,YES,133,4,4.0,1557,0,1,349,531,
2391,1262,NO,116,64,7.0,3060,1,1,37,1018,
2392,560,NO,160,29,1.0,2832,1,0,906,1189,
2393,904,NO,158,55,4.0,2008,0,0,529,764,
2394,1834,YES,137,55,3.0,2420,0,1,670,1179,
2395,681,NO,87,13,3.0,292,1,1,288,621,
2396,687,NO,185,14,2.0,1580,1,1,721,1620,
2397,863,NO,119,52,6.0,1345,0,0,1060,1547,
2398,518,YES,159,45,6.0,1208,0,0,564,739,
2399,1488,NO,124,2,4.0,3349,0,0,765,777,
2400,944,NO,127,35,3.0,2804,0,0,7,719,
2401,1283,NO,176,48,6.0,1182,1,0,880,964,
2402,817,YES,140,40,4.0,436,1,1,1180,1790,
2403,804,NO,105,49,1.0,2256,1,1,638,939,
2404,1883,YES,169,50,5.0,427,0,1,313,561,
2405,1177,NO,141,2,7.0,715,0,0,490,793,
2406,1765,YES,85,18,4.0,1199,0,0,791,1580,
2407,1997,NO,84,60,8.0,788,0,1,1130,1687,
2408,989,YES,148,14,4.0,507,1,1,513,1089,
2409,1370,YES,124,56,6.0,974,1,0,919,1113,
2410,861,NO,105,64,7.0,600,0,0,1376,1864,
2411,1745,NO,110,45,2.0,2352,0,1,1070,1445,
2412,1187,NO,92,4,8.0,2518,1,1,709,1306,
2413,1422,YES,145,3,1.0,3941,0,0,1023,1223,
2414,658,YES,94,38,8.0,2585,0,0,479,1300,
2415,1180,YES,97,32,2.0,3504,1,1,1603,1762,
2416,521,YES,200,64,4.0,834,1,1,575,1089,
2417,666,NO,179,28,1.0,3850,0,1,157,1466,
2418,805,YES,174,25,2.0,1580,0,0,522,553,
2419,1008,YES,161,39,6.0,3589,0,1,565,1228,
2420,986,NO,80,26,8.0,1316,0,0,0,1214,
2421,1655,NO,192,23,2.0,1872,0,0,586,641,
2422,1391,YES,114,53,5.0,1114,0,1,996,1521,
2423,1042,YES,148,13,3.0,1715,1,1,98,569,
2424,916,YES,116,44,3.0,2367,1,1,893,1132,
2425,681,NO,162,29,3.0,575,0,1,1262,1332,
2426,1224,YES,138,34,6.0,2992,1,0,1545,1751,
2427,1234,NO,107,44,3.0,2819,1,1,797,1054,
2428,1093,YES,138,63,8.0,3556,0,1,605,1966,
2429,583,NO,136,33,5.0,3236,0,0,1673,1774,
2430,1598,YES,115,49,2.0,1313,1,0,537,1233,
2431,1988,YES,163,34,3.0,2872,1,1,1221,1981,
2432,1746,NO,184,51,7.0,1822,1,0,754,790,
2433,907,YES,156,53,2.0,3469,0,0,10,1881,
2434,1472,NO,103,53,1.0,2001,0,1,438,690,
2435,916,YES,173,10,4.0,3706,0,0,43,1012,
2436,1427,YES,186,31,1.0,2542,1,0,934,1005,
2437,1101,YES,141,5,5.0,1567,1,0,90,642,
2438,723,YES,104,36,4.0,2669,0,1,263,514,
2439,1403,NO,117,32,1.0,2499,1,1,257,551,
2440,657,YES,87,45,1.0,2273,1,0,843,1260,
2441,1688,YES,118,14,1.0,1773,0,1,48,1425,
2442,1086,NO,125,35,7.0,421,0,1,577,1296,
2443,876,YES,196,48,2.0,630,0,1,524,1225,
2444,1065,NO,189,25,6.0,1114,0,1,776,996,
2445,1235,NO,164,33,8.0,1623,0,1,633,1891,
2446,1959,YES,92,2,3.0,2125,0,0,992,1418,
2447,650,YES,187,48,4.0,1622,0,1,986,1291,
2448,1465,YES,88,38,1.0,1162,0,1,478,613,
2449,1030,NO,113,29,1.0,3762,0,0,174,624,
2450,853,YES,94,26,6.0,3069,1,0,114,817,
2451,744,YES,196,52,4.0,1571,0,1,268,600,
2452,583,YES,168,24,2.0,3260,1,0,301,1111,
2453,690,NO,88,62,1.0,3206,0,0,633,1240,
2454,683,YES,190,56,1.0,592,1,0,144,585,
2455,590,NO,178,30,3.0,1188,1,1,486,825,
2456,1266,YES,87,2,7.0,3067,0,1,640,1357,
2457,815,YES,83,18,7.0,2131,0,0,243,525,
2458,1893,YES,179,42,1.0,1425,1,0,1133,1851,
2459,1202,NO,112,22,2.0,291,1,0,1900,1959,
2460,1577,YES,180,3,8.0,3116,0,0,523,573,
2461,1234,NO,129,44,1.0,2440,0,0,1783,1891,
2462,717,NO,173,25,5.0,3631,0,1,668,1587,
2463,1074,YES,193,35,4.0,1104,0,0,269,597,
2464,1439,YES,183,58,1.0,3069,0,0,794,1552,
2465,983,YES,168,55,8.0,1425,0,0,205,963,
2466,1988,NO,153,63,4.0,2276,0,0,615,937,
2467,1692,NO,149,25,3.0,3192,1,1,1111,1898,
2468,718,YES,181,35,4.0,3021,1,1,1226,1763,
2469,1519,NO,93,36,8.0,3082,0,0,661,1852,
2470,776,NO,110,9,2.0,1346,1,1,584,974,
2471,881,YES,167,36,1.0,2354,0,1,1381,1444,
2472,1018,NO,152,25,7.0,732,1,0,292,616,
2473,1031,YES,82,31,8.0,2305,1,0,737,1404,
2474,875,NO,151,37,7.0,2985,0,1,1289,1668,
2475,1341,NO,128,40,5.0,265,0,1,1434,1700,
2476,560,YES,106,5,1.0,2050,0,0,1338,1386,
2477,1719,NO,189,63,7.0,1669,0,1,589,1637,
2478,1703,NO,139,43,8.0,585,0,1,178,1972,
2479,1408,YES,168,59,1.0,342,0,1,716,1470,
2480,701,YES,87,53,4.0,1972,0,0,1063,1149,
2481,1560,YES,172,47,2.0,1540,0,0,910,1908,
2482,695,YES,93,51,5.0,2463,0,1,174,538,
2483,1487,NO,191,6,4.0,3259,0,1,665,1072,
2484,1546,YES,115,55,7.0,3371,0,1,1425,1594,
2485,511,YES,120,43,4.0,3370,0,0,1291,1583,
2486,507,NO,186,33,1.0,2884,0,0,535,897,
2487,1490,YES,130,10,2.0,2994,0,1,1357,1826,
2488,1859,NO,187,52,1.0,1604,0,0,651,966,
2489,1257,NO,155,31,5.0,2014,0,0,1006,1533,
2490,926,NO,118,29,5.0,2709,1,1,349,1594,
2491,1303,NO,98,7,4.0,2865,0,0,740,1908,
2492,657,NO,143,35,5.0,3617,1,1,1189,1545,
2493,1812,NO,197,44,3.0,3814,1,0,299,1212,
2494,1943,NO,121,29,1.0,1990,1,1,440,1126,
2495,1082,YES,167,24,7.0,1428,0,0,425,761,
2496,721,YES,168,49,4.0,3473,0,0,35,598,
2497,654,YES,122,56,1.0,2609,1,1,441,520,
2498,1948,YES,122,31,2.0,2070,0,1,968,1208,
2499,1242,NO,122,56,1.0,2620,1,1,753,1785,
2500,1453,YES,156,24,1.0,1619,0,1,29,1055,
2501,1948,YES,164,13,7.0,493,0,1,336,587,
2502,1232,NO,142,58,6.0,2334,0,1,1062,1393,
2503,795,NO,155,55,3.0,3030,1,0,226,1737,
2504,1915,NO,106,24,4.0,345,0,1,923,1502,
2505,532,NO,180,51,7.0,1525,0,1,406,1249,
2506,1899,YES,95,28,5.0,499,0,1,781,1418,
2507,1767,NO,88,31,5.0,3989,0,0,461,556,
2508,1667,YES,119,5,3.0,1496,0,0,211,1797,
2509,1346,NO,140,31,4.0,1287,1,1,17,785,
2510,958,YES,166,54,7.0,3324,0,1,121,630,
2511,1391,NO,88,39,3.0,2367,1,0,491,1737,
2512,1176,YES,103,56,2.0,2974,0,1,93,518,
2513,1863,NO,113,16,2.0,990,1,0,261,684,
2514,1911,NO,154,16,7.0,3665,1,0,236,1568,
2515,1789,YES,123,36,6.0,815,1,0,418,1740,
2516,972,YES,85,64,1.0,2759,0,0,550,890,
2517,1256,NO,191,8,1.0,2991,0,0,396,644,
2518,1846,NO,107,35,6.0,581,1,1,1336,1432,
2519,1900,NO,112,41,8.0,3611,0,0,342,778,
2520,769,YES,118,52,4.0,431,1,0,263,1786,
2521,756,NO,177,33,1.0,3402,0,0,506,573,
2522,1728,NO,152,43,1.0,3480,1,0,1029,1535,
2523,1970,NO,163,9,2.0,768,0,0,110,1454,
2524,1021,NO,173,47,6.0,2215,1,1,224,1360,
2525,888,NO,98,14,5.0,1849,1,0,891,1432,
2526,1419,NO,189,39,7.0,3435,0,0,727,1132,
2527,1959,YES,153,30,3.0,3057,0,0,901,1027,
2528,1394,NO,103,63,6.0,1731,0,0,1152,1245,
2529,1715,YES,134,30,7.0,768,1,0,1853,1971,
2530,588,NO,116,40,6.0,2780,1,0,185,923,
2531,1607,YES,105,29,2.0,3469,1,0,243,1234,
2532,1171,YES,192,47,1.0,3092,0,1,371,674,
2533,1138,NO,85,57,4.0,313,1,0,1315,1569,
2534,1096,NO,113,40,4.0,2931,1,0,614,1757,
2535,906,NO,83,14,8.0,1761,0,0,176,641,
2536,740,NO,166,47,3.0,3578,1,1,417,596,
2537,1435,YES,150,62,4.0,369,1,1,453,664,
2538,1745,YES,89,21,3.0,3507,0,1,202,1670,
2539,1995,NO,171,4,2.0,3452,1,0,1133,1972,
2540,1813,NO,159,28,2.0,981,1,1,1655,1899,
2541,1719,YES,118,40,3.0,2534,1,1,658,1778,
2542,812,NO,182,17,7.0,3248,1,0,595,891,
2543,987,YES,154,63,7.0,2646,0,1,150,1623,
2544,977,YES,106,50,3.0,3454,0,1,1124,1758,
2545,1289,YES,99,7,2.0,375,0,1,489,565,
2546,1125,YES,158,42,1.0,1622,0,1,647,751,
2547,1733,YES,104,28,3.0,2246,1,0,749,1203,
2548,1333,YES,198,35,1.0,3816,1,1,477,651,
2549,964,YES,131,48,6.0,1597,1,1,829,1154,
2550,1613,NO,195,24,2.0,3733,0,1,1141,1590,
2551,1123,YES,171,8,4.0,2877,0,0,1096,1152,
2552,1913,YES,136,7,4.0,3227,0,1,612,1108,
2553,1302,NO,184,20,7.0,1446,0,1,1099,1202,
2554,797,NO,104,9,1.0,1043,1,0,1515,1812,
2555,1074,YES,174,9,2.0,1649,1,0,41,756,
2556,1411,YES,165,61,5.0,483,0,0,1128,1959,
2557,1502,YES,187,16,5.0,3712,1,1,492,750,
2558,983,YES,170,22,4.0,1694,0,1,1542,1765,
2559,1457,NO,120,8,7.0,584,1,0,786,1032,
2560,1315,YES,162,40,6.0,3431,0,0,1272,1316,
2561,1514,NO,187,11,5.0,2315,0,0,656,1451,
2562,1604,YES,169,63,5.0,3870,1,1,399,1360,
2563,1919,NO,109,63,8.0,2205,1,0,771,1829,
2564,1152,YES,80,44,3.0,986,0,1,567,1802,
2565,664,YES,173,40,5.0,3366,0,0,1002,1260,
2566,1848,NO,174,36,6.0,3380,0,0,317,540,
2567,1319,NO,178,28,1.0,3095,1,1,1080,1886,
2568,1189,YES,171,20,7.0,2509,0,0,1321,1717,
2569,1130,YES,98,59,6.0,3785,1,1,185,555,
2570,654,YES,199,5,4.0,3801,1,1,208,1975,
2571,727,YES,163,42,8.0,2039,1,1,44,757,
2572,1688,NO,88,53,6.0,2156,1,0,598,695,
2573,1275,NO,136,44,8.0,1354,0,0,11,1130,
2574,1108,YES,143,37,5.0,3094,1,1,97,706,
2575,839,YES,93,37,2.0,3505,0,0,43,1211,
2576,1464,NO,97,6,5.0,3725,1,0,303,701,
2577,750,YES,156,33,1.0,1422,0,0,645,1680,
2578,1749,NO,183,57,3.0,786,0,1,415,589,
2579,1229,YES,197,42,5.0,1712,0,1,126,666,
2580,1506,YES,130,47,7.0,1522,1,0,126,1150,
2581,1887,NO,148,23,4.0,1811,0,0,837,1504,
2582,652,NO,193,3,1.0,2807,0,1,1036,1345,
2583,1422,YES,99,30,6.0,2229,0,1,207,1038,
2584,709,NO,150,63,4.0,1509,1,0,345,601,
2585,583,NO,84,62,8.0,886,1,0,717,1717,
2586,941,NO,128,26,3.0,2875,1,1,994,1494,
2587,763,NO,119,59,1.0,2863,1,1,724,737,
2588,1581,YES,138,55,2.0,3936,0,0,890,1980,
2589,1045,NO,83,25,2.0,2267,1,1,440,1730,
2590,1308,YES,169,34,5.0,386,1,1,432,1219,
2591,702,YES,82,38,5.0,3131,1,0,2,1152,
2592,868,YES,175,36,7.0,1655,0,0,123,1735,
2593,877,YES,107,12,4.0,3730,1,1,568,1267,
2594,1275,NO,184,24,2.0,3397,1,1,299,1239,
2595,1439,YES,182,50,8.0,805,1,1,559,1573,
2596,510,NO,131,15,1.0,2187,1,1,268,1505,
2597,1038,YES,150,42,6.0,3984,0,0,79,1186,
2598,529,YES,139,32,2.0,1561,1,1,797,878,
2599,1203,YES,157,20,3.0,2307,0,1,1153,1688,
2600,768,YES,133,13,4.0,1921,0,1,520,575,
2601,1780,YES,82,30,1.0,1066,1,1,324,1461,
2602,1021,YES,184,9,8.0,773,1,1,490,1647,
2603,1334,NO,199,35,2.0,1038,1,0,158,971,
2604,1153,YES,133,34,3.0,2225,0,1,1788,1886,
2605,1138,YES,172,51,4.0,1327,1,1,1162,1794,
2606,1263,NO,178,4,7.0,668,0,0,508,1047,
2607,825,NO,173,56,3.0,1692,0,0,783,960,
2608,1894,YES,172,16,3.0,1021,1,0,1634,1937,
2609,1383,NO,147,40,6.0,2510,0,0,487,507,
2610,837,YES,167,27,4.0,2388,1,1,551,1784,
2611,640,NO,94,63,1.0,346,0,0,1816,1869,
2612,1194,YES,90,3,5.0,2872,1,0,46,1288,
2613,520,NO,127,44,3.0,3616,1,0,12,914,
2614,942,YES,196,11,5.0,1783,0,1,451,1310,
2615,558,YES,169,24,4.0,482,0,0,447,804,
2616,1733,NO,111,56,6.0,3352,1,0,633,1649,
2617,1210,NO,183,52,8.0,1104,0,1,567,579,
2618,880,NO,141,32,4.0,1141,1,1,346,739,
2619,1938,YES,171,60,2.0,3691,1,0,76,1084,
2620,657,NO,118,28,2.0,2602,1,1,1444,1735,
2621,1273,NO,98,47,1.0,303,1,0,685,1352,
2622,1842,YES,147,19,3.0,585,0,0,565,709,
2623,1567,YES,99,45,4.0,927,0,1,870,1020,
2624,914,YES,128,36,2.0,786,1,1,1032,1822,
2625,1568,NO,119,22,8.0,294,1,0,661,1584,
2626,873,YES,175,30,6.0,3655,0,0,237,1531,
2627,1371,NO,108,57,4.0,286,0,0,352,810,
2628,1739,NO,100,15,1.0,3285,0,0,426,793,
2629,630,NO,119,56,8.0,1317,0,0,1329,1445,
2630,1507,NO,112,54,6.0,3547,0,1,346,1511,
2631,735,YES,131,17,2.0,2484,1,0,610,1283,
2632,941,NO,117,41,8.0,1791,0,1,652,1855,
2633,1216,NO,116,26,3.0,3607,1,0,957,1811,
2634,621,YES,148,3,8.0,3521,1,0,972,997,
2635,934,YES,138,61,6.0,1180,1,0,10,613,
2636,1962,YES,159,18,7.0,2026,1,1,282,507,
2637,574,YES,85,41,6.0,1865,1,1,288,502,
2638,1078,YES,158,56,2.0,3471,0,0,257,1986,
2639,761,NO,174,37,8.0,2270,0,0,867,1978,
2640,1758,YES,155,29,3.0,2940,0,1,60,1151,
2641,1745,YES,154,47,2.0,1715,0,1,1017,1953,
2642,1657,YES,170,40,3.0,841,0,1,518,1723,
2643,968,YES,88,26,5.0,3381,0,1,954,1159,
2644,1329,NO,105,10,4.0,337,1,0,871,1293,
2645,1923,NO,147,13,2.0,1868,0,0,927,1623,
2646,613,NO,200,53,8.0,1509,0,1,519,586,
2647,1268,NO,141,53,1.0,2903,0,0,682,862,
2648,519,YES,83,3,3.0,1231,0,1,491,1527,
2649,1157,YES,87,19,8.0,1403,1,1,137,1154,
2650,519,NO,186,45,7.0,1580,1,1,1248,1733,
2651,1308,YES,113,51,5.0,1189,1,0,1471,1604,
2652,1403,YES,144,42,8.0,1381,0,1,1156,1252,
2653,936,NO,122,38,1.0,2826,0,0,766,1263,
2654,1878,NO,183,31,7.0,1342,1,1,1369,1389,
2655,1141,YES,92,2,2.0,3386,1,0,456,1387,
2656,794,YES,127,3,2.0,1141,0,1,1559,1729,
2657,1260,NO,85,60,2.0,3964,1,1,973,1109,
2658,1281,NO,191,6,2.0,2713,1,0,363,811,
2659,1208,NO,168,17,2.0,2165,0,1,1686,1793,
2660,1023,YES,176,44,4.0,1830,1,0,629,1158,
2661,1515,NO,118,36,3.0,3546,0,1,796,1692,
2662,1333,YES,128,45,5.0,2585,1,1,557,1716,
2663,529,YES,197,58,2.0,873,0,0,658,1294,
2664,1887,NO,81,41,8.0,1664,0,0,939,973,
2665,876,NO,92,41,7.0,3334,0,1,140,512,
2666,687,YES,131,56,7.0,569,1,1,580,736,
2667,1153,YES,94,62,5.0,3353,1,0,186,1279,
2668,1637,YES,118,33,6.0,3693,1,0,1375,1474,
2669,1131,YES,162,27,5.0,503,0,0,487,870,
2670,1764,YES,125,8,3.0,2406,0,1,180,1443,
2671,1544,NO,193,64,1.0,1715,1,1,595,675,
2672,844,YES,172,22,7.0,2179,0,1,241,926,
2673,985,YES,158,5,8.0,3071,1,0,19,1496,
2674,703,NO,178,18,1.0,355,1,1,1182,1697,
